303664583208488961	positive	Getting use to windows 8. Touchscreen is fun!! http://t.co/aarazfn0
304145829063692288	positive	Windows 8 app development for everybody http://t.co/2umKpLK7
303703293723557888	negative	Still getting used to Windows 8 :/
303697969989963776	negative	Windows 8 blows big time. Tablet it's ok but desktop or notebook it sucks. Win shouldn't be dumbed down for the lowest common denominator.
304124139780841472	negative	As I see it. Windows 8 and Firefox browser have a bad marriage. Firefox used to be my default browser. Not anymore! :(
303996649766797312	negative	@xZHENGHANx WHUT. Why you download windows 8
303675677805273088	positive	@oceanquigley @travmanacter It ran perfectly smoothly for me in windows 8. Generally wtv runs in win 7 runs in win 8 the same.
303975778712961025	positive	Got the windows 8 installed!
303664560605364225	positive	Have a Look at 8 Killer Apps for Windows 8:  Windows 8 has several killer apps that are worth checking out: here... http://t.co/p7YCJCan
303971460718936064	negative	Looking for a cheap 17" laptop, Windows 7 preferred over 8. Anyone got any suggestions?
303578686953779200	negative	How to banish Metro from your Windows 8 PC forever | PCWorld http://t.co/WMxEIu91 via @pcworld
303564575566094336	negative	So that's what the #Windows 8 #BSOD looks like. Patronising, like the rest of it. Seriously tempted to find a Windows 7 install disk.
303806853354225664	negative	Windows 8 is updating, again. Hopefully, it doesn't screw up my laptop this time
303942450307809282	negative	@havlk I see there's a few droids I think that are nice, I love my 4s ill keep it for awhile, Windows's 8 for computers just blows,
303707294032596992	neutral	Should I put Windows 8 on my netbook?
304043608527499264	negative	@GangsterGoose haha same here! If u learn anything useful pass the info this way! I just got windows 8 and can't work it! Lol
303786017352212480	positive	Lol. No"@VerizonWireless: Any #Windows Phone users out there?  Make the most of your mobile with these great apps. http://t.co/taJIuTBw"
303888035832004609	negative	Windows 8 is the dumbest thing
303561380102017024	positive	@mahoganydane1 most perfect song EVAR for that windows 8 commercial with the cute little kid painting and skyping Dad, and dancing. weeeeee!
304250546024509440	positive	Windows 8 is faster and easier to use than I thought.
304032939983917056	positive	Just installed & getting to know Windows 8 on the Samsung ATIV Tablet. So far, so good. A bit of a learning curve but like what I see so far
303652636022943745	neutral	7+ Taskbar Tweaker Edits Tons of Extra Taskbar Settings in Windows 7 and 8 http://t.co/rkwZCHvK
303695455789907968	positive	#mmchat Feels great to have my 2nd App in the Windows Phone 8 Store! Check them out : FiftyStates and LotteryLuck
304244603685588994	negative	Windows 8 is a piece of shit! #NonStopProblems
303940226538160128	negative	Leave it to dad to find a way to get a virus on windows 8... #fail
303633139039875072	positive	I Will never go back to a previous version of windows.  #Windows 8 Pro  http://t.co/1qKTJGlE
304174957548687360	neutral	Love or Hate Windows 8? Users Weigh In http://t.co/cMYYNYxq
303691636108570624	positive	Interesting, Verge review for Surface Pro 7.5/10, User review 8.8/10. What's your take? http://t.co/pTTjTnNL
303954707754397696	positive	My windows 8 pro is finally here ~o~
303656032297693184	negative	Windows 8 is so shit 😳
304251660404944896	positive	Lenovo ThinkPad Tablet 2 review: In a weird way, my excitement about Windows 8 tablets started with the Motorola... http://t.co/BYneOAO3
303688283534278656	positive	Gotta love windows 8! #Multitasking #LikeABoss http://t.co/nAkAJJNm
303590247214755841	positive	Have to say, after a few hours running Windows 8, I am a convert! Welcome to the app based world, Jane, well done for catching up! Lol
303649472129400833	negative	This laptop came with Windows 8, and it's taking some time to find everything.  But I'll get the hang of it in a day or two.
303606180595519488	negative	Wtf Windows 8 had no MSSE support?
304138354272907264	negative	New laptop came with Windows 8. Tried to like it but... no, it's gonna have to go.
304221084973158400	negative	windows 8 please stop being a shit..
304088531754708992	negative	Windows phone 8 is a big step forward from Windows phone 7 especially with Nokia. Msft need to fill in the notification center a..
304335352687108097	negative	just testing new laptop - this windows 8 takes some getting used to !
303803165147545600	negative	I want to give my sis a nokia lumia windows phone 8.
303612083780595712	negative	Not a fan of Windows 8.
303878929142398977	positive	@MikeVicKrum My mom just got an HP with a huge screen and its all wireless with Windows 8. She seems to live it.
303662825992228864	negative	Dear Windows 8, what did u do to all the applications for them to hate you so damn much? =[
303962355245649920	negative	Finally got 4 workstations and 2 laptops rolled back to Windows 7 from Windows 8 Pro Upgrade. Nice to be talking to the server again. Ya 7!!
303604467402682368	negative	Workmates were not convinced about Windows 8 being "ready for the enterprise" when it asked them what color they wanted at first install.
303894419801776129	negative	So uh, Windows 8 is probably worth a $40 upgrade. A $200 upgrade? Hella-no.
303993434182668288	negative	Fucking windows 8
303849856802381824	neutral	Windows 8 is coming.... are you ready?
303618310031945728	negative	Windows 8 seems okay so far, apart from the bug with the time being wrong, even if you set the right time zone. Found a way around it though
304047390590115840	negative	Java on Windows 8 only works in Desktop mode? How very arbitrary of Microsoft
303891223960244225	negative	So Sense 5 is like crap Windows Phone 8 Tile with better image minus the florescent colors?
304342991584239617	positive	For anyone needing a laptop or touch pad computer, I highly recommend the Microsoft Surface Pro - Windows 8 Pro -... http://t.co/bT8flvSGXV
304288621966553088	neutral	"Windows 8 is a computer science masterpiece trapped inside a user interface kerfuffle." http://t.co/Inv6T0MJ
303601484338180096	negative	@ASUS it looks nice, but i hate windows 8 :-\
304004064851660800	negative	well fixed that...ugh windows 8
303655218430758912	negative	If ur thinking of migrating fr Windows 7 to 8 on ur Desktop - -- DON'T.
304015850921398272	negative	So I just updated Windows 8 after rebooting it and it just crashed on me when I was doing nothing. I wonder if it is because I updated it.
